Mensagem,solicita_senha,solicita_codigo_autenticacao,solicita_dados_bancarios,solicita_dados_pessoais,solicita_dados_cartao,solicita_atualizacao_cadastro,solicita_pagamento,solicita_clique,solicita_ligacao,menciona_bloqueio_conta,carga_emocional,possui_urgencia,possui_ameaca,possui_linguagem_alarmista,possui_recompensa,possui_reembolso,possui_vantagem_inesperada,possui_oferta_financeira,possui_url,possui_url_encurtada,possui_telefone,possui_pix,possui_erros_ortografia_gramatica,possui_chamada_acao,possivel_golpe,Coluna 27
atenção,0,0,0,0,0,0,0,0,0,0,Baixo,1,0,1,0,0,0,0,0,0,0,0,1,0,0,
"me manda o código da sala que apareceu no meet, não é código de login",0,0,0,0,0,0,0,0,0,0,Baixo,0,0,0,0,0,0,0,0,0,0,0,1,1,0,
vou resolver o prova e depois te chamo,0,0,0,0,0,0,0,0,0,0,Baixo,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
"ei. faz o pagamento de R$ 49,90. a conta vai ser desativada",0,0,0,0,0,0,1,0,0,1,Alto,1,1,1,0,0,0,0,0,0,0,0,1,1,1,
"ei. manda banco, agência e conta. é urgente. se não fizer isso, o serviço será cancelado. confirma aqui https://atendimento.example/protocolo. empréstimo liberado hoje",0,0,1,0,0,0,0,1,0,1,Alto,1,1,1,0,0,1,1,1,0,0,0,1,1,1,
depois me fala como ficou o reunião,0,0,0,0,0,0,0,0,0,0,Baixo,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
amigo. detectamos atividade suspeita,0,0,0,0,0,0,0,0,0,0,Médio,0,0,1,0,0,0,0,0,0,0,0,0,0,1,
boa tarde. me manda sua senha. confirma aqui https://atendimento.example/protocolo. você recebeu um bônus,1,0,0,0,0,0,0,1,0,0,Alto,0,0,1,1,0,1,1,1,0,0,0,1,1,1,
"prezado cliente. faz o pagamento de R$ 49,90. não deixa pra depois. confirma aq https://curt.example/a8Kp",0,0,0,0,0,0,1,1,0,0,Médio,1,0,1,0,0,0,0,1,1,0,0,1,1,1,
"oi manda número do cartão, validade e código de segurança o acesso será suspenso se não fizer isso, o serviço será cancelado",0,0,0,0,1,0,0,0,0,1,Alto,1,1,1,0,0,0,0,0,0,0,0,1,1,1,
"boa tarde. se não fizer isso, o serviço será cancelado. vc ganhou R$ 300",0,0,0,0,0,0,0,0,0,1,Alto,1,1,1,1,0,1,1,0,0,0,0,1,1,1,
boa tarde. confirma aq https://curt.example/a8Kp. você recebeu um bônus,0,0,0,0,0,0,0,1,0,0,Médio,0,0,0,1,0,1,1,1,1,0,0,1,1,1,
kkkk lembrei agora do almoço me liga no <NUMERO> quando sair,0,0,0,0,0,0,0,0,1,0,Baixo,0,0,0,0,0,0,0,0,0,1,0,1,1,0,
olá. me envia o codigo de autenticação que chegou. confirma aqui https://conta.example/confirmar,0,1,0,0,0,0,0,1,0,0,Médio,0,0,0,0,0,0,0,1,0,0,0,1,1,1,
vc já terminou o ônibus?,0,0,0,0,0,0,0,0,0,0,Baixo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"bom dia. manda número do cartão, validade e codigo de segurança. a conta vai ser desativada. confirma aq https://conta.example/confirmar",0,0,0,0,1,0,0,1,0,1,Alto,1,1,1,0,0,0,0,1,0,0,0,1,1,1,
depois me fala como ficou o almoço,0,0,0,0,0,0,0,0,0,0,Baixo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
amigo. é urgente. tem uma movimentação estranha aqui. você recebeu um bônus,0,0,0,0,0,0,0,0,0,0,Alto,1,0,1,1,0,1,1,0,0,0,0,1,0,1,
depois me fala como ficou o aniversário faz o pix da sua parte quando puder,0,0,0,0,0,0,0,0,0,0,Baixo,0,0,0,0,0,0,0,0,0,0,1,0,1,0,
atenção. confirma seu CPF e data de nascimento. tem uma movimentação estranha aq,0,0,0,1,0,0,0,0,0,0,Alto,1,0,1,0,0,0,0,0,0,0,0,1,1,1,
oi nao deixa pra depois,0,0,0,0,0,0,0,0,0,0,Médio,1,0,1,0,0,0,0,0,0,0,0,1,1,1,
kkkk lembrei agora do ônibus me liga no <NUMERO> quando sair,0,0,0,0,0,0,0,0,1,0,Baixo,0,0,0,0,0,0,0,0,0,1,0,1,1,0,
atenção. faz isso hj. tem uma movimentação estranha aqui,0,0,0,0,0,0,0,0,0,0,Alto,1,0,1,0,0,0,0,0,0,0,0,1,1,1,
"Para liberar o valor, informe banco, agência e conta.",0,0,1,0,0,0,0,0,0,0,Médio,0,0,0,0,0,0,0,0,0,0,0,0,1,1,
entra aq e confirma seus dados https://conta.example/verificar,0,0,0,0,0,1,0,1,0,0,Médio,0,0,0,0,0,0,0,1,0,0,0,1,1,1,
"ei. manda número do cartão, validade e código de segurança. preciso disso agora. se não fizer isso, o serviço será cancelado. confirma aqui https://curt.example/a8Kp",0,0,0,0,1,0,0,1,0,1,Alto,1,1,1,0,0,0,0,1,1,0,0,1,1,1,
"Confirme seu CPF, nome completo e data de nascimento para continuar.",0,0,0,1,0,1,0,0,0,0,Baixo,0,0,0,0,0,0,0,0,0,0,0,0,1,1,
kkkk lembrei agora do academia,0,0,0,0,0,0,0,0,0,0,Baixo,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
amigo. confirma seu CPF e data de nascimento,0,0,0,1,0,0,0,0,0,0,Baixo,0,0,0,0,0,0,0,0,0,0,0,1,1,1,
"olá. responde o quanto antes. tem uma movimentação estranha aqui. se não fizer isso, o serviço será cancelado. liga nesse número (19) 90000-2202. seu reembolso já foi aprovado",0,0,0,0,0,0,0,0,1,1,Alto,1,1,1,0,1,0,1,0,0,1,0,1,1,1,
vou resolver o ônibus e depois te chamo olha aqui https://grupo.example/info,0,0,0,0,0,0,0,1,0,0,Baixo,0,0,0,0,0,0,0,1,0,0,0,0,1,0,
qual seu banco mesmo? preciso selecionar aqui na transferência,0,0,1,0,0,0,0,0,0,0,Baixo,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
"bom dia. manda banco, agência e conta. tem só 10 minutos. o sistema identificou uma falha de segurança. se não fizer isso, o serviço será cancelado. liga nesse número (11) 90000-1101. você recebeu um bônus",0,0,1,0,0,0,0,0,1,1,Alto,1,1,1,1,0,1,1,0,0,1,0,1,1,1,
bom almoço pra vcs,0,0,0,0,0,0,0,0,0,0,Baixo,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
kkkk lembrei agora do jogo,0,0,0,0,0,0,0,0,0,0,Baixo,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
Seu cartão virtual foi criado pelo aplicativo. Não compartilhe senha nem código de autenticação.,0,0,0,0,0,0,0,0,0,0,Baixo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
vc já terminou o atividade? manda seu nome completo pra lista,0,0,0,1,0,0,0,0,0,0,Baixo,0,0,0,0,0,0,0,0,0,0,0,1,1,0,
"o link da reunião é https://meet.example/aula-ads, entra às 19h",0,0,0,0,0,0,0,1,0,0,Baixo,0,0,0,0,0,0,0,1,0,0,0,0,1,0,
atenção. confirma seu CPF e data de nascimento. não deixa pra depois. o acesso será suspenso,0,0,0,1,0,0,0,0,0,1,Alto,1,1,1,0,0,0,0,0,0,0,0,1,1,1,
bom dia é urgente deu um problema grave na sua conta,0,0,0,0,0,0,0,0,0,0,Alto,1,0,1,0,0,0,0,0,0,0,0,1,1,1,
atenção responde o quanto antes confirma aqui https://contaexample/confirmar,0,0,0,0,0,0,0,1,0,0,Alto,1,0,1,0,0,0,0,1,0,0,0,1,1,1,
a prof mudou a data da entrega,0,0,0,0,0,0,0,0,0,0,Baixo,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
tem como deixar o filme pra amanhã?,0,0,0,0,0,0,0,0,0,0,Baixo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
mano esqueci completamente do reunião me liga no <NUMERO> quando sair,0,0,0,0,0,0,0,0,1,0,Baixo,0,0,0,0,0,0,0,0,0,1,0,1,1,0,
"atenção. manda número do cartão, validade e código de segurança. tem uma movimentação estranha aqui. a conta vai ser desativada. confirma aqui https://curt.example/a8Kp",0,0,0,0,1,0,0,1,0,1,Alto,1,1,1,0,0,0,0,1,1,0,0,1,1,1,
vou resolver o ônibus e depois te chamo,0,0,0,0,0,0,0,0,0,0,Baixo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
mano esqueci completamente do atividade manda seu nome completo pra lista,0,0,0,1,0,0,0,0,0,0,Baixo,0,0,0,0,0,0,0,0,0,0,0,1,1,0,
ta confirmado o reunião pra hoje? manda seu nome completo pra lista,0,0,0,1,0,0,0,0,0,0,Baixo,0,0,0,0,0,0,0,0,0,0,0,1,1,0,
bom dia me manda sua senha preciso disso agora o sistema identificou uma falha de segurança vc recebeu um bônus,1,0,0,0,0,0,0,0,0,0,Alto,1,0,1,1,0,1,1,0,0,0,0,1,1,1,
não entendi nada daquele prova kkkkk,0,0,0,0,0,0,0,0,0,0,Baixo,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
amigo. o sistema identificou uma falha de segurança. a conta vai ser desativada. investimento com retorno muito alto,0,0,0,0,0,0,0,0,0,1,Alto,1,1,1,0,0,1,1,0,0,0,0,1,1,1,
"amigo se não fizer isso, o serviço será cancelado liga nesse número <NUMERO>",0,0,0,0,0,0,0,0,1,1,Alto,1,1,1,0,0,0,0,0,0,1,0,1,1,1,
se puder pega leite tbm,0,0,0,0,0,0,0,0,0,0,Baixo,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
"prezado cliente. manda número do cartão, validade e codigo de segurança. sua conta pode ser bloqueada. liga nesse número <NUMERO>. crédito pré-aprovado sem consulta",0,0,0,0,1,0,0,0,1,1,Alto,1,1,1,0,0,1,1,0,0,1,0,1,1,1,
vou resolver o reunião e depois te chamo,0,0,0,0,0,0,0,0,0,0,Baixo,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
Nunca envie sua senha ou código recebido por SMS para terceiros.,1,1,0,0,0,0,0,0,0,0,Baixo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
pode ser 14h?,0,0,0,0,0,0,0,0,0,0,Baixo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"boa tarde manda banco, agência e conta temos um valor pra te devolver",0,0,1,0,0,0,0,0,0,0,Médio,0,0,0,0,0,1,1,0,0,0,0,1,1,1,
"prezado cliente. faz o pagamento de R$ 49,90. não deixa pra depois. crédito pré-aprovado sem consulta",0,0,0,0,0,0,1,0,0,0,Médio,1,0,1,0,0,1,1,0,0,0,0,1,1,1,
vou atrasar uns 10 min,0,0,0,0,0,0,0,0,0,0,Baixo,1,0,0,0,0,0,0,0,0,0,0,1,0,0,
"prezado cliente. manda número do cartão, validade e código de segurança",0,0,0,0,1,0,0,0,0,0,Médio,0,0,0,0,0,0,0,0,0,0,0,1,1,1,
qual sala que é a aula?,0,0,0,0,0,0,0,0,0,0,Baixo,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
prezado cliente. deu um problema grave na sua conta. liga nesse número (31) 90000-4404. tem um prêmio esperando por vc,0,0,0,0,0,0,0,0,1,0,Alto,1,0,1,1,0,1,1,0,0,1,0,1,1,1,
tem como deixar o almoço pra amanhã?,0,0,0,0,0,0,0,0,0,0,Baixo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
acho que vou chegar atrasado pro filme,0,0,0,0,0,0,0,0,0,0,Baixo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"amigo. manda número do cartão, validade e código de segurança. confirma aqui https://conta.example/confirmar",0,0,0,0,1,0,0,1,0,0,Alto,0,0,0,0,0,0,0,1,0,0,0,1,1,1,
prezado cliente. sua conta pode ser bloqueada. confirma aqui https://curt.example/a8Kp. liga nesse número (11) 90000-1101,0,0,0,0,0,0,0,1,1,1,Alto,1,0,1,0,0,0,0,1,1,1,0,1,1,1,
"ei faz o pagamento de R$ 49,90 seu cadastro será temporariamente bloqueado se nao fizer isso, o serviço será cancelado",0,0,0,0,0,1,1,0,0,1,Alto,1,1,1,0,0,0,0,0,0,0,0,1,1,1,
"Pagamento de R$ 32,40 confirmado. Se foi você, nenhuma ação é necessária.",0,0,0,0,0,0,0,0,0,0,Baixo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Você recebeu uma condição especial de investimento com retorno garantido de 10% ao mês.,0,0,0,0,0,0,0,0,0,0,Alto,0,0,1,0,0,1,1,0,0,0,0,0,1,1,
kkkk lembrei agora do filme,0,0,0,0,0,0,0,0,0,0,Baixo,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
"emprestimo aprovado pra vc sem burocracia, dinheiro na hora",0,0,0,0,0,0,0,0,0,0,Médio,0,0,0,0,0,1,1,0,0,0,0,1,0,1,
"boa tarde. manda número do cartão, validade e código de segurança. é urgente. confirma aq https://atendimento.example/protocolo",0,0,0,0,1,0,0,1,0,0,Alto,1,0,1,0,0,0,0,1,0,0,0,1,1,1,
vc já terminou o reunião?,0,0,0,0,0,0,0,0,0,0,Baixo,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
quando vc sair me avisa,0,0,0,0,0,0,0,0,0,0,Baixo,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
olá. liga nesse número <NUMERO>. vc ganhou R$ 300,0,0,0,0,0,0,0,0,1,0,Alto,0,0,1,1,0,1,1,0,0,1,0,1,1,1,
"sobre o jogo, a gente vê isso mais tarde olha aqui https://grupo.example/info",0,0,0,0,0,0,0,1,0,0,Baixo,0,0,0,0,0,0,0,1,0,0,0,0,1,0,
"olá faz o pagamento de R$ 49,90 é urgente seu reembolso já foi aprovado",0,0,0,0,0,0,1,0,0,0,Alto,1,0,1,0,1,0,1,0,0,0,0,1,1,1,
"prezado cliente. faz o pagamento de R$ 49,90. preciso disso agora. empréstimo liberado hoje",0,0,0,0,0,0,1,0,0,0,Alto,1,0,1,0,0,1,1,0,0,0,0,1,1,1,
"sobre o atividade, a gente vê isso mais tarde",0,0,0,0,0,0,0,0,0,0,Baixo,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
"boa tarde. confirma seu CPF e data de nascimento. o sistema identificou uma falha de segurança. se nao fizer isso, o serviço será cancelado. confirma aq https://curt.example/z2Lm",0,0,0,1,0,0,0,1,0,1,Alto,1,1,1,0,0,0,0,1,1,0,0,1,1,1,
amigo. confirma seu CPF e data de nascimento. o sistema identificou uma falha de segurança. seu cadastro será temporariamente bloqueado. tem um prêmio esperando por vc. crédito pré-aprovado sem consulta,0,0,0,1,0,1,0,0,0,1,Alto,1,1,1,1,0,1,1,0,0,0,0,1,1,1,
olá. me manda sua senha. é urgente. seu cadastro será temporariamente bloqueado. confirma aqui https://seguranca.example/revisar,1,0,0,0,0,1,0,1,0,1,Alto,1,1,1,0,0,0,0,1,0,0,0,1,1,1,
Sua conta do Banco do Brasil foi bloqueada por suspeita de fraude. Atualize seus dados agora para desbloquear: https://bb-seguranca.top/login,0,0,0,1,0,1,0,1,0,1,Alto,1,1,1,0,0,0,0,1,0,0,0,0,1,1,
"Oi mae, troquei de numero. Salva ai meu novo contato! Preciso te pedir um favorzinho com urgencia, me chama no Whats",0,0,0,0,0,0,0,0,0,0,Alto,1,0,1,0,0,0,0,0,0,0,0,0,1,1,
"Sua encomenda dos Correios retida na alfandega. Pague a taxa de R$27,50 para liberacao do pacote: https://correios-taxa.info",0,0,0,0,0,0,1,1,0,0,Médio,1,0,0,0,0,0,0,1,0,0,0,0,1,1,
"Parabens! Voce foi contemplado no sorteio da Magazine Luiza. Resgate seu premio de R$ 5.000,00 acessando: https://magalu-premios.site",0,0,0,0,0,0,0,1,0,0,Alto,0,0,0,1,0,1,1,1,0,0,0,0,1,1,
AVISO GRAVE: Seu CPF possui uma pendencia judicial urgente. Evite bloqueio de contas bancarias ligando agora para 0800-999-0123,0,0,0,0,0,0,1,0,1,1,Alto,1,1,1,0,0,0,0,0,0,1,0,0,1,1,
"Santander: Transacao aprovada no valor de R$ 3.490,00 na loja FastShop. Caso nao reconheca, acesse imediatamente: https://santander-segura.com",0,0,0,0,0,0,0,1,0,0,Alto,1,0,1,0,0,0,0,1,0,0,0,0,1,1,
"Compra aprovada no seu Cartao Nubank: Mercado Livre R$ 1.290,00. Se nao reconhece essa compra ligue para 0800-888-2020",0,0,0,0,0,0,0,0,1,0,Médio,1,0,1,0,0,0,0,0,0,1,0,0,1,1,
Lembrando que nossa reuniao de alinhamento do projeto esta confirmada para amanha as 14h. Conto com sua presenca!,0,0,0,0,0,0,0,0,0,0,Baixo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Oi, tudo bem? Voce consegue me enviar a planilha de custos atualizada por e-mail ate o final da tarde?",0,0,0,0,0,0,0,0,0,0,Baixo,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
Bradesco: Seu token de acesso expira hoje. Evite o cancelamento dos servicos digitais atualizando suas chaves em: https://bradesco-mobile.net,0,0,0,0,0,1,0,1,0,1,Alto,1,1,1,0,0,0,0,1,0,0,0,0,1,1,
Ola! Seu pedido na Amazon saiu para entrega e deve chegar ate as 18h. Acompanhe pelo aplicativo oficial.,0,0,0,0,0,0,0,0,0,0,Baixo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
G-483920 e o seu codigo de verificacao do Google. Nao compartilhe este codigo com ninguem.,0,1,0,0,0,0,0,0,0,0,Baixo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
MFA Itaú: Seu codigo de seguranca para transferencia via Pix e 948210. Nao passe este codigo para terceiros.,0,1,0,0,0,0,0,0,0,0,Baixo,0,0,0,0,0,0,0,0,0,0,1,0,0,0,
"Urgente! Seu nome sera negativado no Serasa nas proximas 2 horas por debito de R$ 450,00. Regularize com desconto no Pix chave pix@regulariza-debitos.com",0,0,0,0,0,0,1,0,0,0,Alto,1,1,1,0,0,0,1,0,0,0,1,0,1,1,
"Voce recebeu um PIX de R$ 2.500,00 por engano? Para devolver a chave errada acesse o link de estorno: https://estorno-pix.site",0,0,0,0,0,0,1,1,0,0,Médio,1,0,1,0,1,0,0,1,0,0,1,0,1,1,
Netflix: Sua ultima mensalidade foi recusada. Atualize os dados do seu cartao de credito em ate 24h para nao perder o acesso: https://netflix-pagamentos.club,0,0,0,0,1,1,1,1,0,1,Alto,1,1,1,0,0,0,0,1,0,0,0,0,1,1,
Obrigado por almoçar conosco! Deixe sua avaliacao no Google e ganhe 10% de desconto na sua proxima visita.,0,0,0,0,0,0,0,0,0,0,Baixo,0,0,0,1,0,0,0,0,0,0,0,0,1,0,
"Prezado cliente, seu boleto de condominio com vencimento em 10/09 ja esta disponivel na portal da administradora.",0,0,0,0,0,0,1,0,0,0,Baixo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Caixa Econômica: Seu beneficio do Bolsa Familia / Auxilio esta disponivel para saque imediato. Cadastre-se: https://caixa-beneficios.online,0,0,0,1,0,1,0,1,0,0,Médio,1,0,0,1,0,1,1,1,0,0,0,0,1,1,
"Oi filho, esqueci minha carteira em casa e preciso pagar a farmacia urgente. Pode me fazer um PIX de R$ 150 nesse numero?",0,0,0,0,0,0,1,0,0,0,Alto,1,0,1,0,0,0,0,0,0,0,1,0,1,1,
"GOV.BR: Voce possui R$ 3.840,00 em valores esquecidos do PIS/PASEP para resgate imediato via PIX. Consulte ja: https://valores-gov.me",0,0,0,1,0,0,0,1,0,0,Alto,1,0,1,0,0,1,1,1,0,0,1,0,1,1,
DETRAN: CNH com processo de suspensao em andamento. Pague a taxa de regularizacao antes do bloqueio: https://detran-cnh-regulariza.online,0,0,0,0,0,0,1,1,0,1,Alto,1,1,1,0,0,0,0,1,0,0,0,0,1,1,
Vaga de emprego Home Office! Salario de R$ 800/dia trabalhando apenas 2 horas digitando textos. Cadastre-se: https://vagas-facil-online.top,0,0,0,0,0,0,0,1,0,0,Médio,0,0,0,1,0,1,1,1,0,0,0,0,1,1,
GOL: Seu voo de amanha teve o horario alterado para 15:30. Confira os detalhes e faca o check-in no app da GOL.,0,0,0,0,0,0,0,0,0,0,Baixo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Seu cartao de credito Casas Bahia aprovado com limite de R$ 8.000! Clique para confirmar seu endereco de entrega: https://casasbahia-cartao.me,0,0,0,1,0,0,0,1,0,0,Médio,0,0,0,0,0,1,1,1,0,0,0,0,1,1,
Ligue urgente para 0800-777-0911 para cancelar a transferencia de R$ 4.800 agendada na sua conta Itaú.,0,0,0,0,0,0,0,0,1,0,Alto,1,1,1,0,0,0,0,0,0,1,0,0,1,1,
Ola! A consulta da sua filha com a Dra. <NOME> esta confirmada para quinta-feira as 10h. Responda 1 para sim ou 2 para cancelar.,0,0,0,0,0,0,0,0,0,0,Baixo,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
ALERTA INTERPOL/PF: Seu nome foi citado em operacao contra lavagem de dinheiro. Acesse para defesa previa: https://pf-defesa-cidadao.net,0,0,0,1,0,1,0,1,0,1,Alto,1,1,1,0,0,0,0,1,0,0,0,0,1,1,
Voce recebeu 5.000 pontos Esfera que vencem hoje! Troque por produtos ou milhas em: https://esfera-resgate-pontos.site,0,0,0,0,0,0,0,1,0,0,Médio,1,0,0,1,0,1,1,1,0,0,0,0,1,1,
"Oi pai, troquei de cel. Adiciona o novo numero ai. To precisando de uma ajuda urgente para pagar um boleto do carro.",0,0,0,0,0,0,1,0,0,0,Alto,1,0,1,0,0,0,0,0,0,0,0,0,1,1,
Seguradora Suhai: A apolice do seu veiculo vence em 15 dias. Acesse o portal do cliente para gerar o boleto de renovacao.,0,0,0,0,0,0,1,0,0,0,Baixo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Seu IP foi localizado em acessos a sites ilegais. Pague a multa administrativa via Pix para evitar mandato de busca: https://policia-civil-multas.online,0,0,0,0,0,0,1,1,0,0,Alto,1,1,1,0,0,0,0,1,0,0,1,1,1,1,
"Mercado Livre: Seu pedido de Notebook Gamer foi pago via Pix. Se nao foi voce, cancele agora no link: https://mercadolivre-cancelamento.tech",0,0,0,0,0,0,0,1,0,0,Alto,1,0,1,0,0,0,0,1,0,0,0,0,1,1,
"Oi <NOME>, quando puder me avisa se voce conseguiu comprar as carnes para o churrasco de sabado.",0,0,0,0,0,0,0,0,0,0,Baixo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Lembrete Unimed: Sua consulta com o cardiologista esta agendada para dia 14/09 as 09:15 na unidade centro.,0,0,0,0,0,0,0,0,0,0,Baixo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Voce tem direito ao reembolso da taxa de luz cobrada indevidamente pela CPFL/Enel. Solicite via Pix: https://reembolso-energia.com,0,0,0,0,0,0,0,1,0,0,Médio,0,0,0,0,1,1,1,1,0,0,1,0,1,1,
"Prezado cliente, sua conta de agua da Sabesp referente a Agosto esta disponivel para pagamento. Codigo de barras em nosso app.",0,0,0,0,0,0,1,0,0,0,Baixo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
G-903123 e o seu codigo de confirmacao de 2 fatores do WhatsApp. Nao informe a ninguem.,0,1,0,0,0,0,0,0,0,0,Baixo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Sua fatura do Cartao C6 Bank fechou em R$ 890,40. Acesse o aplicativo para baixar o PDF completo e pagar.",0,0,0,0,0,0,1,0,0,0,Baixo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AVISO DE PENHORA DE BENS: Processo em fase final de execucao judicial. Ligue imediatamente para a central de negociacoes 0800-001-2299,0,0,0,0,0,0,1,0,1,1,Alto,1,1,1,0,0,0,0,0,0,1,0,0,1,1,
Shopee: Pacote com problemas de entrega devido a endereco incompleto. Atualize seus dados cadastrais em: https://shopee-rastreio-log.site,0,0,0,0,0,1,0,1,0,0,Médio,1,0,0,0,0,0,0,1,0,0,0,0,1,1,
"Carrefour: Parabens! Sua compra de R$ 1.990,00 foi sorteada e o valor sera estornado. Informe os dados do seu cartao: https://carrefour-estorno.club",0,0,0,0,1,0,0,1,0,0,Médio,0,0,0,1,1,1,1,1,0,0,0,0,1,1,
"Oi <NOME>, voce lembra de levar a raçao do cachorro quando passar aqui mais tarde?",0,0,0,0,0,0,0,0,0,0,Baixo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Seu empréstimo de R$ 15.000 foi PRÉ-APROVADO no Banco Pan sem consulta ao SPC/Serasa. Liberacao imediata: https://pan-credito.online,0,0,0,0,0,0,0,1,0,0,Médio,0,0,0,0,0,1,1,1,0,0,0,0,1,1,
"Uber: Sua viagem de R$ 48,90 foi paga com sucesso. Obrigado por viajar conosco!",0,0,0,0,0,0,0,0,0,0,Baixo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"O Boticario: Voce ganhou um kit de perfumes exclusivo de dia das maes. Pague apenas o frete de R$ 19,90 no Pix: https://boticario-brindes.site",0,0,0,0,0,0,1,1,0,0,Médio,0,0,0,1,0,1,1,1,0,0,1,0,1,1,
G-128491 e o seu codigo de acesso ao portal do aluno. Digite na tela de login.,0,1,0,0,0,0,0,0,0,0,Baixo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Tim: Seu plano Controle foi renovado com sucesso. Voce possui 20GB disponiveis ate 30/09.,0,0,0,0,0,0,0,0,0,0,Baixo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
SEU CPF FOIBLOQUEADO NA RECEITA FEDERAL por irregularidade no IRPF. Regularize pagando a multa urgente: https://receita-federal-irpf.info,0,0,0,0,0,0,1,1,0,1,Alto,1,1,1,0,0,0,0,1,0,0,0,1,1,1,
Itaú: Tentativa de transacao suspeita detectada. Sua conta foi temporariamente bloqueada. Acesse para desbloquear: https://itau-seguranca-online.net,0,0,0,1,0,1,0,1,0,1,Alto,1,1,1,0,0,0,0,1,0,0,0,0,1,1,
"Oi <NOME>, estou enviando o arquivo em anexo com o relatorio financeiro de Agosto. Qualquer duvida me avisa.",0,0,0,0,0,0,0,0,0,0,Baixo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
PROMOÇÃO Shell Box: Abasteça R$ 100 e pague apenas R$ 20. Resgate seu cupom no link oficial: https://shell-cupom.online,0,0,0,0,0,0,0,1,0,0,Médio,0,0,0,1,0,1,1,1,0,0,0,0,1,1,
Atencao: Sua vaga na universidade corre risco de cancelamento por falta de documentos. Envie foto do RG para o Whats (11) 99823-1102,0,0,0,1,0,1,0,0,0,1,Alto,1,1,1,0,0,0,0,0,0,1,0,0,1,1,
"Seu pacote de internet movil esgotou. Responda SIM para contratar mais 1GB por R$ 9,90.",0,0,0,0,0,0,1,0,0,0,Baixo,0,0,0,0,0,0,1,0,0,0,0,1,1,0,
ALERTA NUBANK: Cadastramento de chave PIX nao reconhecido em outro aparelho. Cancele agora se nao foi voce: https://nubank-cancelamento.online,0,0,0,0,0,0,0,1,0,0,Alto,1,0,1,0,0,0,0,1,0,0,0,0,1,1,
"Oi amor, esqueci de te avisar que vou chegar mais tarde hoje por causa da reuniao. Nao me espera para jantar!",0,0,0,0,0,0,0,0,0,0,Baixo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Bradesco Prime: Solicite agora mesmo a troca do seu cartao de credito por um modelo Black sem anuidade: https://bradesco-black.site,0,0,0,0,0,0,0,1,0,0,Baixo,0,0,0,0,0,1,1,1,0,0,0,0,1,1,
Aviso de despejo/notificacao extrajudicial emitida para o seu endereco. Ligue para nosso juridico 0800-400-1122 para saber mais,0,0,0,0,0,0,0,0,1,1,Alto,1,1,1,0,0,0,0,0,0,1,0,0,1,1,
Pague sua fatura da Vivo ate a data do vencimento para manter seus beneficios de bonus de internet ativos.,0,0,0,0,0,0,1,0,0,0,Baixo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
